Channels,Rtg(000).National +g,Rtg(000).Urban +g,Rtg%.National +g,Rtg%.Urban +g,Share.National +g,Share.Urban +g
Pro TV,694,315,3.91,3.32,18.51,16.84
Antena 1,502,230,2.83,2.42,13.39,12.31
Kanal D,397,179,2.24,1.88,10.59,9.56
Romania TV,266,138,1.5,1.45,7.1,7.36
Antena 3 CNN,176,103,0.99,1.08,4.68,5.48
TVR 1,133,75,0.75,0.79,3.56,4.02
Antena Stars,104,41,0.59,0.43,2.78,2.16
Happy Channel,76,38,0.43,0.4,2.02,2.01
Realitatea Plus,66,37,0.37,0.39,1.75,1.96
Digi 24,64,42,0.36,0.45,1.7,2.27
Prima TV,63,31,0.36,0.32,1.69,1.64
Pro Cinema,63,27,0.35,0.28,1.67,1.42
Film Cafe,61,28,0.34,0.29,1.63,1.48
National TV,52,25,0.29,0.26,1.38,1.32
Diva,51,35,0.29,0.37,1.35,1.89
DigiSport 1,48,30,0.27,0.32,1.29,1.61
TVR 2,47,22,0.26,0.23,1.25,1.19
Cartoon Network,36,21,0.2,0.22,0.95,1.14
AMC,34,16,0.19,0.17,0.91,0.88
ETNO,32,9,0.18,0.09,0.85,0.47
Boomerang,32,16,0.18,0.17,0.85,0.88
Acasa,30,14,0.17,0.14,0.8,0.73
Nickelodeon,28,12,0.16,0.13,0.75,0.64
Cinemaraton,26,11,0.15,0.11,0.71,0.57
Minimax,25,8,0.14,0.08,0.66,0.4
B1TV,23,13,0.13,0.13,0.62,0.67
Disney Junior,22,12,0.13,0.12,0.59,0.62
AXN,21,16,0.12,0.17,0.57,0.85
Warner TV,19,9,0.11,0.1,0.52,0.5
Bollywood TV,18,9,0.1,0.1,0.49,0.5
History,17,13,0.09,0.13,0.44,0.68
Acasa Gold,16,10,0.09,0.11,0.44,0.54
Disney,15,8,0.08,0.08,0.39,0.42
Pro Arena,14,7,0.08,0.07,0.36,0.36
Favorit TV,14,5,0.08,0.05,0.36,0.27
TV1000,14,9,0.08,0.09,0.38,0.48
Nicktoons,13,4,0.07,0.05,0.35,0.23
TVR 3,12,6,0.07,0.06,0.32,0.31
TraLaLa TV,11,7,0.06,0.07,0.31,0.35
Prima Sport 1,10,5,0.05,0.06,0.26,0.29
TeenNick,10,6,0.06,0.06,0.27,0.32
Discovery,9,8,0.05,0.09,0.25,0.44
N24 PLUS,9,4,0.05,0.04,0.24,0.19
Nick JR,9,6,0.05,0.07,0.25,0.34
Eurosport 1,8,6,0.05,0.06,0.22,0.3
National Geographic,8,5,0.05,0.05,0.22,0.25
Comedy Central,8,6,0.04,0.07,0.2,0.33
DigiSport 2,8,5,0.05,0.05,0.21,0.24
Taraf TV,7,3,0.04,0.03,0.18,0.15
National Geographic Wild,7,4,0.04,0.04,0.19,0.2
Kiss TV,6,4,0.04,0.04,0.17,0.19
TLC,6,4,0.04,0.04,0.17,0.23
TV Paprika,6,4,0.03,0.04,0.15,0.22
Viasat History,6,4,0.03,0.04,0.15,0.23
Viasat Explore,6,4,0.03,0.05,0.16,0.23
ZU TV,5,2,0.03,0.02,0.13,0.1
JIM JAM,5,3,0.03,0.03,0.13,0.15
TVR Info,5,3,0.03,0.03,0.14,0.17
Orange Sport 1,4,2,0.02,0.02,0.1,0.13
Prima Sport 2,4,1,0.02,0.01,0.09,0.07
DigiSport 3,4,3,0.02,0.03,0.11,0.14
HGTV,4,3,0.02,0.03,0.12,0.16
U TV,3,2,0.02,0.02,0.08,0.09
AXN White,3,2,0.02,0.02,0.09,0.12
Eurosport 2,3,2,0.02,0.02,0.09,0.12
Travel Channel,3,3,0.02,0.03,0.08,0.15
Aleph News,3,1,0.01,0.01,0.07,0.08
A7 TV,3,2,0.02,0.02,0.07,0.12
CBS Reality,3,2,0.02,0.03,0.08,0.13
AXN Spin,3,2,0.02,0.02,0.08,0.11
AXN Black,2,2,0.01,0.02,0.06,0.09
Magic TV,2,2,0.01,0.02,0.06,0.12
DigiSport 4,2,1,0.01,0.01,0.05,0.04
Duck TV,2,2,0.01,0.02,0.05,0.08
Metropola TV,2,1,0.01,0.01,0.06,0.06
EuroNews,2,2,0.01,0.02,0.07,0.11
Music Channel,1,1,0.01,0.01,0.03,0.03
Hit Music,1,1,0.01,0.01,0.04,0.06
E! Entertainment,1,1,0.01,0.01,0.04,0.04
Rock TV,1,0,0,0,0.01,0.02
Orange Sport 3,1,0,0,0,0.02,0.02
Canal 33,1,0,0,0,0.01,0.02
NCN,1,1,0.01,0.01,0.03,0.05
